,Row.names,logFC,logCPM,LR,PValue,FDR,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align,,
16,Solyc02g068650,-0.085111532,8.504698248,0.615274786,0.432808644,0.652245982,AT5G24840,NA,methyltransferase; Identical to Probable tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA(m7G46)-methyltransferase) [Arabidopsis Thaliana] (GB:Q8GXB7); similar to methyltransferase [Arabidopsis thaliana] (TAIR:AT5G17660.1); similar to Putative methyltransferase [Medicago truncatula] (GB:ABE93367.1); contains InterPro domain Putative methyltransferase; (InterPro:IPR003358); contains InterPro domain Conserved hypothetical protein 91; (InterPro:IPR004395); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051),83.33,240,4.00E-116,413,96.32653061,,
407,Solyc02g081300,-0.084985197,11.56648545,0.759128531,0.383601384,0.621179281,AT1G73370,ATSUS6,Encodes a protein with sucrose synthase activity (SUS6).,68.64,845,0,1226,95.36723164,,
282,Solyc02g071780,-0.083629095,9.507466462,0.694391619,0.404674633,0.63422691,AT1G29690,CAD1,"Encodes a protein containing a domain with significant homology to the MACPF (membrane attack complex and perforin) domain of complements and perforin proteins that are involved in innate immunity in animals. Transgenic <i>cad1-1</i> mutant plants show lesions seen in the hypersensitive response, as well as a spontaneous activation of expression of pathogenesis-related genes and leading to a 32-fold increase in salicylic acid (SA). CAD1 is postulated to act as a negative regulator controlling SA-mediated pathway of programmed cell death in plant immunity.",75.36,556,0,856,97.87610619,,
35,Solyc02g068890,-0.083267221,8.587075394,0.509792962,0.475228495,0.694066685,AT4G19890,NA,NA,60.31,650,0,820,90.51603905,,
489,Solyc02g082250,-0.082259406,11.61095141,0.880546291,0.348052098,0.587691885,AT2G17420,ATNTRA,"NADPH-dependent thioredoxin reductase, major cytosolic isoform",83.89,329,2.00E-146,515,87.77173913,,
256,Solyc02g071410,-0.080634758,3.171645115,0.017280192,0.895416059,0.946633151,AT1G17020,ATSRG1,Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene.,50.29,348,3.00E-104,375,94.18282548,,
161,Solyc02g070390,-0.08015268,10.12176467,0.676961252,0.410635074,0.636711325,AT2G34640,HMR,Present in transcriptionally active plastid chromosomes. Involved in plastid gene expression.,69.1,479,1.00E-172,603,88.09073724,,
530,Solyc02g082700,-0.077836913,13.82271561,0.488828893,0.484450174,0.700310555,AT1G20696,HMGB3,"Encodes a protein belonging to the subgroup of HMGB (high mobility group B) proteins that have a distinctive DNA-binding motif, the HMG-box domain.  The motif confers non-sequence specific interaction with linear DNA and structure-specific binding to distorted DNA sites.  The HMGB proteins are involved in the assembly of nucleoprotein complexes. Can be phosphorylated by CK2alpha.",74.11,112,2.00E-28,121,78.0141844,,
40,Solyc02g068950,-0.076245675,2.667803786,0.009174613,0.923691967,0.962955812,NA,NA,NA,NA,NA,NA,NA,NA,,
388,Solyc02g081080,-0.074563668,10.1393039,0.88651085,0.346424589,0.587691885,AT1G62330,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G11990.1); similar to putative auxin-independent growth promoter [Oryza sativa (japonica cultivar-group)] (GB:BAD37877.1); contains InterPro domain Protein of unknown function DUF246, plant; (InterPro:IPR004348)",60.5,605,0,691,94.44444444,,
404,Solyc02g081270,-0.073725293,8.859811024,0.534836165,0.464580701,0.682740232,NA,NA,NA,NA,NA,NA,NA,NA,,
69,Solyc02g069310,-0.073294037,9.936745473,0.721720903,0.395580001,0.627551272,AT5G45110,ATNPR3,"Encodes a paralog of NPR1.  Involved in negative regulation of defense responses against bacterial and oomycete pathogens.  npr3 mutants has elevated level of PR1 expression.  Interacts with TGA2, TGA3, TGA5 and TGA6 in yeast two hybrid assays.",58.48,525,6.00E-164,574,87.62886598,,
70,Solyc02g069320,-0.072356917,7.152128557,0.185790089,0.666443834,0.799136231,AT4G19650,NA,similar to mitochondrial transcription termination factor-related / mTERF-related [Arabidopsis thaliana] (TAIR:AT5G45113.1); similar to Os08g0518200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062250.1); similar to Os07g0409400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059441.1); contains InterPro domain Mitochodrial transcription termination factor-related; (InterPro:IPR003690),57.44,484,1.00E-160,563,83.82608696,,
100,Solyc02g069630,-0.072273226,11.37688029,0.686873936,0.40722971,0.634864201,AT4G20430,NA,"subtilase family protein; similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT1G30600.1); similar to subtilase family protein [Arabidopsis thaliana] (TAIR:AT5G44530.1); similar to SLP3 (Subtilisin-like serine protease 3), subtilase [Arabidopsis thaliana] (TAIR:AT2G19170.1); similar to Os06g0700000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058476.1); similar to Os01g0769200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044371.1); similar to meiotic serine proteinase [Lycopersicon esculentum] (GB:AAF13299.1); contains InterPro domain Protease-associated PA; (InterPro:IPR003137); contains InterPro domain Peptidase S8 and S53, subtilisin, kexin, sedolisin; (InterPro:IPR000209); contains InterPro domain Proteinase inhibitor I9, subtilisin propeptide; (InterPro:IPR010259); contains InterPro domain Proteinase inhibitor, propeptide; (InterPro:IPR009020)",69.31,821,0,1106,94.61988304,,
387,Solyc02g081070,-0.071033002,13.09647773,0.558605312,0.45482273,0.671583976,AT4G22130,SRF8,"kinase; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT1G53730.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G14350.1); similar to Protein kinase [Medicago truncatula] (GB:ABE82074.1); similar to leucine-rich repeat transmembrane protein kinase 2 [Zea mays] (GB:AAC27895.1); similar to leucine-rich repeat transmembrane protein kinase 1 [Zea mays] (GB:AAC27894.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",67.69,715,0,914,98.20689655,,
130,Solyc02g069970,-0.071029768,10.08347522,0.589373424,0.442661514,0.660050166,AT1G30570,HERK2,"protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G54380.1); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G59700.1); similar to protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G46290.1); similar to l1332.5 [Oryza sativa (indica cultivar-group)] (GB:CAB51834.1); similar to Protein kinase [Medicago truncatula] (GB:ABE93789.1); similar to H0714H04.1 [Oryza sativa (indica cultivar-group)] (GB:CAH66974.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",61.17,649,0,774,95.81464873,,
167,Solyc02g070450,-0.070412378,8.401198187,0.229960284,0.631553279,0.784727675,AT1G30080,NA,"glycosyl hydrolase family 17 protein; similar to glycosyl hydrolase family 17 protein [Arabidopsis thaliana] (TAIR:AT4G18340.1); similar to putative beta-1,3-glucanase precursor [Oryza sativa (japonica cultivar-group)] (GB:BAD54223.1); contains InterPro domain Glycoside hydrolase, family 17; (InterPro:IPR000490)",72.31,325,7.00E-145,510,81,,
463,Solyc02g081970,-0.068621284,9.847586489,0.323500791,0.569511354,0.755542228,AT1G30900,BP80-3;3,"vacuolar sorting receptor, putative; Identical to Vacuolar sorting receptor 6 precursor (AtVSR6) (Epidermal growth factor receptor-like protein 6) (AtELP6) (BP80-like protein d) (AtBP80d) (VSR6) [Arabidopsis Thaliana] (GB:Q9FYH7); similar to vacuolar sorting receptor, putative [Arabidopsis thaliana] (TAIR:AT4G20110.1); similar to vacuolar sorting receptor, putative [Arabidopsis thaliana] (TAIR:AT2G14740.2); similar to vacuolar sorting receptor, putative [Arabidopsis thaliana] (TAIR:AT2G34940.1); similar to Vacuolar sorting receptor 1 precursor (BP-80) (80 kDa proaleurein-binding protein) (GB:P93484); similar to Putative vacuolar sorting receptor protein [Oryza sativa (japonica cultivar-group)] (GB:AAN05373.1); similar to Vacuolar sorting receptor 6 precursor (AtVSR6) (Epidermal growth factor receptor-like protein 6) (AtELP6) (BP80-like protein d) (AtBP80d) (GB:Q9FYH7); contains InterPro domain Protease-associated PA; (InterPro:IPR003137); contains InterPro domain EGF-like calcium-binding; (InterPro:IPR001881); contains InterPro domain Aspartic acid and asparagine hydroxylation site; (InterPro:IPR000152)",72.52,604,0,934,94.36619718,,
511,Solyc02g082500,-0.067801247,9.931546431,0.394806061,0.529783888,0.728113241,AT4G35490,MRPL11,"ribosomal protein L11 family protein; similar to PRPL11 (PLASTID RIBOSOMAL PROTEIN L11), structural constituent of ribosome [Arabidopsis thaliana] (TAIR:AT1G32990.1); similar to mitochondrial ribosomal protein L11 [Triticum aestivum] (GB:BAB69029.1); similar to Os10g0466200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064803.1); contains InterPro domain Ribosomal protein L11; (InterPro:IPR000911); contains InterPro domain Ribosomal protein L11, bacterial; (InterPro:IPR006519)",74.68,154,8.00E-59,222,98.07692308,,
392,Solyc02g081140,-0.067167277,10.55928501,0.694737025,0.404557801,0.63422691,AT4G22150,PUX3,Arabidopsis thaliana CDC48-interacting UBX-domain protein (PUX3),65.26,308,4.00E-97,351,99.3442623,,
309,Solyc02g072120,-0.066586319,7.407022446,0.231861317,0.630147111,0.784727675,AT1G29330,AERD2,"Encodes a protein similar in sequence to animal and yeast endoplasmic reticulum retention signal receptor. This protein can functionally complement the yeast homologue. Transcript is detected in flower buds, stems, root, and leaves.",81.4,215,4.00E-103,370,99.07407407,,
370,Solyc02g080860,-0.064680178,5.375271426,0.06499973,0.798761372,0.886410136,NA,NA,NA,NA,NA,NA,NA,NA,,
62,Solyc02g069230,-0.064678002,10.49552612,0.639725672,0.423810153,0.649353447,AT4G19670,NA,"protein binding / zinc ion binding; similar to zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT5G60250.1); similar to Os12g0631200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067341.1); similar to Zinc finger, RING-type; Zinc finger, C6HC-type [Medicago truncatula] (GB:ABE85921.1); contains InterPro domain Zinc finger, C6HC-type; (InterPro:IPR002867); contains InterPro domain Polynucleotidyl transferase, Ribonuclease H fold; (InterPro:IPR012337); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",62.63,479,2.00E-170,595,86.11111111,,
409,Solyc02g081320,-0.062976391,9.145990645,0.30818031,0.578798972,0.760382963,NA,NA,NA,NA,NA,NA,NA,NA,,
367,Solyc02g080800,-0.061921433,9.917398366,0.430965742,0.511515454,0.716585141,AT5G05920,DHS,Encodes a deoxyhypusine synthase.,78.14,366,3.00E-174,607,95.28795812,,
59,Solyc02g069170,-0.061417606,7.05066611,0.157960004,0.691041679,0.817013143,NA,NA,NA,NA,NA,NA,NA,NA,,
518,Solyc02g082570,-0.060077944,10.98463682,0.436803064,0.50866953,0.716585141,NA,NA,NA,NA,NA,NA,NA,NA,,
226,Solyc02g071080,-0.060028974,5.083605753,0.04369742,0.834417576,0.909040286,NA,NA,NA,NA,NA,NA,NA,NA,,
383,Solyc02g081010,-0.056006303,9.637318693,0.368536994,0.543802813,0.738225346,AT1G11950,NA,transcription factor jumonji (jmjC) domain-containing protein; similar to transcription factor jumonji (jmjC) domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G62310.1); similar to jmjC domain containing protein [Oryza sativa (japonica cultivar-group)] (GB:AAT81741.1); contains InterPro domain Transcription factor jumonji; (InterPro:IPR013129); contains InterPro domain Transcription factor jumonji/aspartyl beta-hydroxylase; (InterPro:IPR003347),60.66,671,0,820,82.87841191,,
168,Solyc02g070460,-0.055778186,10.41641359,0.511441962,0.474515307,0.694066685,AT5G46210,ATCUL4,Arabidopsis CULLIN4 (CUL4) forms an E3 ubiquitin ligase with the CDD complex and a common catalytic subunit RBX1 in mediating light control of development.  This CUL4-based E3 ligase is essential for the repression of photomorphogenesis.  The partial loss of CUL4 function resulted in a constitutive photomorphogenic phenotype with respect to morphogenesis and light-regulated gene expression. CUL4 exhibits a synergistic genetic interaction with COP10 and DET1.,82.57,717,0,1186,89.16562889,,
471,Solyc02g082050,-0.054967106,9.190422262,0.290948504,0.589613347,0.766338952,NA,NA,NA,NA,NA,NA,NA,NA,,
301,Solyc02g072020,-0.05493492,4.844837983,0.031849925,0.858357434,0.923854587,AT4G18840,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT1G74630.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE79452.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),52.75,218,8.00E-68,253,84.765625,,
423,Solyc02g081460,-0.054464434,10.30828693,0.456747759,0.499147848,0.709663784,AT5G17410,NA,tubulin family protein; similar to SPC98 (SPINDLE POLE BODY COMPONENT 98) [Arabidopsis thaliana] (TAIR:AT5G06680.1); similar to H0311C03.7 [Oryza sativa (indica cultivar-group)] (GB:CAH67553.1); similar to OSJNBa0029H02.26 [Oryza sativa (japonica cultivar-group)] (GB:CAE01638.1); similar to Os04g0501700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053231.1); contains InterPro domain Spc97/Spc98; (InterPro:IPR007259),69.87,707,0,960,99.57627119,,
41,Solyc02g068990,-0.054426463,8.796587655,0.232789386,0.62946321,0.784727675,NA,NA,NA,NA,NA,NA,NA,NA,,
308,Solyc02g072100,-0.053354812,7.40766223,0.117410498,0.731860163,0.84542467,AT1G53400,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G16960.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAB63530.1); similar to Os09g0345000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062935.1); contains domain SUBFAMILY NOT NAMED (PTHR13609:SF2); contains domain FAMILY NOT NAMED (PTHR13609),78.07,114,3.00E-52,199,98.26086957,,
504,Solyc02g082430,-0.052229834,9.095964771,0.205537586,0.650287711,0.787984143,AT2G17480,ATMLO8,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO8 belongs to the clade III, with AtMLO5, AtMLO7, AtMLO9, and AtMLO10. The gene is expressed during seedling growth, in cotyledons and hypocotyl, and in fruit abscission zone, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).",63.46,561,0,695,98.01444043,,
109,Solyc02g069720,-0.051791978,10.24349781,0.35413598,0.551781138,0.739870218,AT4G20380,LSD1,LSD1 monitors a superoxide-dependent signal and negatively regulates a plant cell death pathway. contains zinc-finger motifs. LSD1 negatively regulates a basal defense pathway that can act upstream or independently of both NIM1/NPR1 function and SA accumulation following avirulent or virulent pathogen challenge,62.2,164,1.00E-37,152,93.25153374,,
399,Solyc02g081210,-0.050559608,10.24978577,0.353493894,0.552141954,0.739870218,AT3G03220,ATEXP13,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)",82.22,225,3.00E-113,404,84.52830189,,
67,Solyc02g069280,-0.049986582,5.83201149,0.035115003,0.851354881,0.920012533,NA,NA,NA,NA,NA,NA,NA,NA,,
359,Solyc02g080630,-0.049935287,12.86998424,0.33762057,0.561205905,0.746417779,AT1G11840,ATGLX1,Encodes a glyoxalase I homolog ATGLX1.,74.92,315,5.00E-137,484,91.52046784,,
108,Solyc02g069710,-0.048688869,8.527514311,0.158100542,0.690911357,0.817013143,AT1G54115,ATCCX4,"cation exchanger, putative; similar to CAX9 (CATION EXCHANGER 9), cation:cation antiporter [Arabidopsis thaliana] (TAIR:AT3G14070.1); similar to Sodium/calcium exchanger membrane re (GB:ABE92415.1); similar to Os03g0180000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049159.1); contains InterPro domain Sodium/calcium exchanger membrane region; (InterPro:IPR004837)",68.44,526,0,645,97.93233083,,
201,Solyc02g070810,-0.048357145,10.40546855,0.260717331,0.609627767,0.77800115,AT5G40480,EMB3012,"EMB3012 (EMBRYO DEFECTIVE 3012); similar to hypothetical protein DDBDRAFT_0187985 [Dictyostelium discoideum AX4] (GB:XP_636668.1); similar to Os09g0565500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063948.1); contains InterPro domain Bacterial Ig-like, group 2; (InterPro:IPR003343); contains InterPro domain Invasin/intimin cell-adhesion; (InterPro:IPR008964)",52.85,1949,0,2021,98.71597329,,
162,Solyc02g070400,-0.048251612,10.25447555,0.368125138,0.544028007,0.738225346,AT4G21060,NA,"galactosyltransferase family protein; similar to galactosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT5G62620.1); similar to galactosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT1G74800.1); similar to galactosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT1G27120.1); similar to putative galactosyltransferase family [Sorghum bicolor] (GB:AAL73538.1); similar to Galactosyltransferase family, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA99401.2); similar to Glycosyl transferase, family 31; Ar (GB:ABE93312.1); contains InterPro domain Concanavalin A-like lectin/glucanase, subgroup; (InterPro:IPR013320); contains InterPro domain Galectin, galactose-binding lectin; (InterPro:IPR001079); contains InterPro domain Concanavalin A-like lectin/glucanase; (InterPro:IPR008985); contains InterPro domain Glycosyl transferase, family 31; (InterPro:IPR002659)",63.7,686,0,912,99.69834087,,
